,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,lat,long,NumberofRooms
6750,277000.0,4,2.5,1850,5880,2.0,0,0,3,8,47.3322,-122.173,6.5
6751,415000.0,6,2.0,2500,5200,1.0,0,0,3,8,47.5517,-122.268,8.0
6754,339888.0,4,1.75,1440,6144,1.0,0,0,5,6,47.5257,-122.357,5.75
6755,269950.0,3,2.25,1660,7003,2.0,0,0,3,7,47.3599,-122.188,5.25
6761,319000.0,4,2.25,2390,7350,2.0,0,0,3,8,47.2938,-122.348,6.25
6766,396000.0,3,1.0,1980,9540,1.0,0,0,3,7,47.7551,-122.353,4.0
6768,480000.0,3,2.0,1580,7400,1.0,0,0,3,7,47.6715,-122.162,5.0
6769,535000.0,6,1.75,2460,6000,1.0,0,0,4,7,47.6721,-122.323,7.75
6770,425000.0,5,2.75,2110,5120,2.0,0,0,3,7,47.5294,-122.357,7.75
6771,408000.0,3,2.5,1470,1204,3.0,0,0,3,8,47.6998,-122.366,5.5
6774,292000.0,3,2.5,1950,7421,2.0,0,0,3,8,47.3842,-122.036,5.5
6776,398500.0,4,2.5,2250,6064,2.0,0,0,3,8,47.4956,-122.174,6.5
6780,399950.0,3,1.0,1720,8910,1.0,0,0,4,7,47.7736,-122.296,4.0
6781,235000.0,3,1.75,1900,8540,1.0,0,0,3,6,47.4868,-122.303,4.75
6782,212000.0,3,1.0,1040,6800,1.0,0,0,5,6,47.492,-122.224,4.0
6783,310000.0,3,2.0,2070,9195,1.0,0,0,3,8,47.6491,-122.061,5.0
6784,539000.0,3,2.0,2070,9195,1.0,0,0,3,8,47.6491,-122.061,5.0
6785,390000.0,3,3.0,1550,1608,2.0,0,0,3,8,47.6042,-122.303,6.0
6786,560000.0,3,2.5,2020,11935,1.0,0,0,4,9,47.632,-122.092,5.5
6789,472000.0,5,2.0,2030,9804,1.0,0,0,3,7,47.6297,-122.114,7.0
6790,502550.0,3,1.75,1770,7875,1.0,0,0,4,7,47.606,-122.125,4.75
6792,224950.0,4,2.5,2260,9686,1.0,0,0,4,7,47.286,-122.218,6.5
6793,375000.0,3,2.5,1950,6871,2.0,0,0,3,8,47.7603,-122.307,5.5
6795,599000.0,3,2.75,1960,2500,1.5,0,0,5,7,47.6744,-122.353,5.75
6798,485000.0,3,2.5,1650,4218,2.0,0,0,3,8,47.5998,-122.016,5.5
6801,299500.0,3,1.0,1190,9600,1.0,0,0,3,7,47.4805,-121.762,4.0
6803,275000.0,3,2.5,1560,4244,2.0,0,0,3,7,47.3834,-122.027,5.5
6804,256400.0,3,1.5,1490,7800,1.0,0,0,3,7,47.3431,-122.304,4.5
6807,203000.0,3,1.5,1200,9120,1.0,0,0,3,7,47.4545,-122.187,4.5
6808,285000.0,4,2.0,2120,6865,1.0,0,0,3,7,47.7775,-122.337,6.0
6809,473975.0,3,2.5,2330,3610,2.0,0,0,3,8,47.6022,-122.021,5.5
6810,320000.0,3,1.75,2000,9760,1.0,0,0,4,8,47.4417,-122.134,4.75
6812,580000.0,3,2.0,2040,4800,1.0,0,0,4,7,47.5561,-122.377,5.0
6813,269500.0,4,2.25,1700,7056,2.0,0,0,3,7,47.3385,-122.262,6.25
6815,347000.0,2,1.75,1315,2162,2.0,0,0,4,8,47.752,-122.253,3.75
6816,270000.0,3,1.75,1390,10905,1.0,0,0,3,6,47.5517,-122.36,4.75
6818,220000.0,3,1.75,1460,7226,1.0,0,0,3,7,47.3839,-122.321,4.75
6820,457500.0,3,1.75,1840,4030,1.0,0,0,5,7,47.5549,-122.311,4.75
6821,340000.0,2,1.75,1880,7208,1.0,0,0,3,7,47.6946,-122.328,3.75
6822,657500.0,4,1.5,1910,5000,1.5,0,0,3,7,47.6597,-122.29,5.5
6823,332500.0,4,2.5,2220,4720,2.0,0,0,3,7,47.3541,-122.024,6.5
6824,340000.0,3,2.0,1410,10015,1.0,0,3,3,6,47.4948,-121.776,5.0
6826,428000.0,4,2.5,1950,5602,1.0,0,0,5,7,47.5437,-122.291,6.5
6827,515055.0,4,2.5,2400,8320,2.0,0,0,3,8,47.4808,-121.781,6.5
6828,450000.0,3,1.75,1560,8968,1.0,0,0,4,8,47.6243,-122.1,4.75
6829,190000.0,3,1.0,1040,8910,1.0,0,0,3,6,47.5024,-122.32,4.0
6831,299000.0,3,2.5,1850,4600,2.0,0,0,3,7,47.4661,-122.145,5.5
6832,508000.0,2,1.0,1200,2500,2.0,0,2,3,7,47.6304,-122.301,3.0
6833,294000.0,4,2.25,2190,3746,2.0,0,0,3,8,47.3896,-122.034,6.25
6834,320000.0,2,1.0,1380,5820,1.0,0,0,3,7,47.6875,-122.392,3.0
6837,255000.0,3,1.5,1110,10296,1.0,0,0,5,7,47.422,-122.153,4.5
6838,286651.0,3,2.5,1830,4997,2.0,0,0,3,7,47.3035,-122.283,5.5
6842,426000.0,3,1.0,1130,9147,1.0,0,0,5,7,47.7006,-122.197,4.0
6844,343000.0,2,1.5,1040,8526,1.0,0,0,5,6,47.7349,-122.295,3.5
6845,470101.0,4,2.5,2320,7800,2.0,0,0,3,8,47.7738,-122.266,6.5
6846,195000.0,3,1.5,1200,7800,1.0,0,0,4,7,47.3137,-122.212,4.5
6848,450000.0,3,1.5,2330,11740,1.0,0,0,3,8,47.7481,-122.292,4.5
6850,525000.0,4,1.75,1650,8560,1.0,0,0,3,8,47.6652,-122.146,5.75
6851,280000.0,3,1.5,1370,11400,2.0,0,0,3,7,47.4477,-121.77,4.5
6852,270000.0,3,2.5,1770,8640,1.0,0,0,3,7,47.326,-122.273,5.5
6853,406100.0,3,2.25,1410,1332,3.0,0,0,3,8,47.6916,-122.34,5.25
6854,332544.0,2,1.75,1710,4187,1.0,0,0,3,7,47.4732,-122.188,3.75
6857,461000.0,4,1.0,1260,8505,1.5,0,0,5,7,47.7181,-122.371,5.0
6858,615000.0,3,2.25,2300,8067,1.0,0,0,4,8,47.7091,-122.198,5.25
6859,550000.0,2,1.0,1070,3000,1.0,0,0,4,7,47.6828,-122.353,3.0
6863,312000.0,4,2.5,1830,5175,2.0,0,0,3,7,47.3565,-122.016,6.5
6864,507500.0,3,1.75,1990,9594,1.0,0,0,3,8,47.6617,-122.137,4.75
6865,217000.0,3,1.0,1110,9827,1.0,0,0,3,7,47.369,-122.311,4.0
6866,439000.0,3,2.25,1830,13477,1.0,0,3,4,7,47.7243,-122.21,5.25
6869,425000.0,4,2.0,1490,5300,1.0,0,0,3,7,47.5949,-122.296,6.0
6871,305000.0,3,2.25,1646,12414,2.0,0,0,3,7,47.363,-122.035,5.25
6873,327500.0,3,2.25,2310,7200,2.0,0,0,3,8,47.4051,-122.193,5.25
6876,272000.0,3,1.5,1380,11760,1.0,0,0,4,7,47.4243,-122.202,4.5
6878,543000.0,3,1.5,1710,8364,2.0,0,2,3,7,47.5175,-122.393,4.5
6879,400000.0,3,2.5,1450,8064,1.0,0,0,3,8,47.6256,-122.037,5.5
6880,509500.0,5,2.25,2060,9000,1.0,0,0,4,7,47.6122,-122.137,7.25
6881,495000.0,3,3.5,2380,6250,2.0,0,3,3,8,47.5137,-122.252,6.5
6884,235000.0,4,1.5,1760,6150,1.5,0,0,3,7,47.3871,-122.224,5.5
6886,350000.0,3,1.75,2010,6150,2.0,0,0,5,7,47.4975,-122.231,4.75
6890,255000.0,2,2.0,1360,5433,1.0,0,0,3,8,47.3804,-122.32,4.0
6891,161700.0,4,1.75,1720,7200,1.0,0,0,3,7,47.306,-122.375,5.75
6892,336000.0,3,3.0,1790,13350,1.0,0,0,3,7,47.4958,-122.262,6.0
6893,410500.0,3,1.0,1150,6800,1.0,0,0,3,7,47.727,-122.339,4.0
6895,505000.0,3,2.5,2400,9601,1.0,0,0,5,7,47.7256,-122.211,5.5
6896,250000.0,3,1.0,1660,7650,1.5,0,0,3,7,47.5576,-122.277,4.0
6897,570000.0,3,1.0,1660,7650,1.5,0,0,3,7,47.5576,-122.277,4.0
6898,349900.0,4,2.5,2290,8796,2.0,0,0,3,8,47.3762,-122.318,6.5
6901,655000.0,3,1.75,1800,5102,1.0,0,0,3,7,47.6514,-122.407,4.75
6903,355000.0,3,2.25,1980,7200,1.0,0,0,3,8,47.7625,-122.36,5.25
6904,596000.0,3,2.5,1730,2631,2.0,0,0,3,8,47.5878,-122.165,5.5
6909,428040.0,3,2.5,2150,9266,2.0,0,0,3,8,47.7445,-122.248,5.5
6912,540000.0,4,1.0,1360,5766,1.5,0,0,5,7,47.6827,-122.289,5.0
6913,435000.0,3,2.5,1470,3000,1.0,0,0,3,7,47.6832,-122.286,5.5
6917,315000.0,3,1.75,1900,7076,1.0,0,0,3,7,47.7569,-122.326,4.75
6918,417500.0,2,1.0,1330,5510,1.0,0,0,3,6,47.6901,-122.362,3.0
6920,375000.0,3,2.5,1330,1064,3.0,0,0,3,8,47.6835,-122.387,5.5
6921,389800.0,3,1.75,1880,12821,1.0,0,0,3,7,47.7681,-122.305,4.75
6922,475000.0,3,1.75,1890,7560,1.0,0,0,3,8,47.7322,-122.185,4.75
6925,532000.0,3,2.5,1830,8022,2.0,0,0,3,8,47.6198,-122.044,5.5
6930,315000.0,3,1.75,1340,12800,1.0,0,0,3,7,47.4437,-122.137,4.75
6931,612000.0,3,3.0,1740,3700,1.0,0,0,3,7,47.6102,-122.309,6.0
6932,591000.0,3,1.75,1680,2400,1.0,0,0,5,7,47.6155,-122.3,4.75
6934,225000.0,3,2.0,1610,8400,1.0,0,0,3,8,47.1958,-122.009,5.0
6936,565000.0,4,2.5,2520,13156,1.0,0,0,3,8,47.6558,-122.135,6.5
6937,650000.0,3,1.5,2120,8448,1.0,0,0,3,7,47.6438,-122.403,4.5
6938,499000.0,3,2.5,2090,8505,2.0,0,0,3,8,47.7195,-122.371,5.5
6940,649950.0,3,2.5,2420,7500,1.0,0,2,4,8,47.6949,-122.389,5.5
6941,420000.0,3,1.75,1510,6360,1.0,0,0,4,7,47.7321,-122.353,4.75
6942,319990.0,4,2.5,2120,5293,2.0,0,0,3,7,47.4217,-122.201,6.5
6945,452000.0,3,2.25,2600,14810,1.0,0,2,4,8,47.4326,-122.341,5.25
6947,375000.0,2,1.0,1810,8527,1.5,0,0,4,7,47.7275,-122.336,3.0
6948,588000.0,5,3.0,2190,4900,2.0,0,0,5,7,47.6892,-122.386,8.0
6949,635000.0,4,2.5,2500,10215,2.0,0,0,3,9,47.5912,-121.986,6.5
6950,280500.0,4,2.5,1890,6962,2.0,0,0,3,8,47.3328,-122.187,6.5
6951,210500.0,2,1.75,2040,8600,1.0,0,0,4,6,47.2755,-122.308,3.75
6952,196500.0,3,2.0,1310,7000,1.0,0,0,4,7,47.303,-122.383,5.0
6954,475000.0,3,1.75,1780,8033,1.0,0,0,2,7,47.7275,-122.219,4.75
6955,550000.0,3,2.5,1980,9061,2.0,0,0,4,8,47.6366,-122.029,5.5
6957,240000.0,3,1.75,1540,6687,1.0,0,0,3,7,47.1938,-121.981,4.75
6958,272000.0,3,1.0,1130,8100,1.5,0,0,3,6,47.4935,-122.306,4.0
6960,640000.0,3,2.5,2580,7500,2.0,0,0,3,9,47.5577,-122.396,5.5
6961,316000.0,4,2.5,2010,7226,2.0,0,0,3,8,47.2588,-122.21,6.5
6962,299000.0,4,2.0,2320,12000,1.0,0,0,3,7,47.5246,-122.325,6.0
6963,447500.0,2,2.25,1180,2090,2.0,0,0,3,7,47.6032,-122.31,4.25
6967,215000.0,4,1.75,1630,8000,1.0,0,0,3,7,47.3948,-122.201,5.75
6968,275000.0,3,2.25,1620,6415,2.0,0,0,4,7,47.3577,-122.038,5.25
6969,648000.0,4,2.25,2170,8240,2.0,0,1,4,8,47.5634,-122.128,6.25
6970,415000.0,4,2.5,2150,8173,2.0,0,0,3,8,47.511,-122.153,6.5
6971,690000.0,3,2.0,1770,1800,3.0,0,0,3,8,47.6102,-122.314,5.0
6972,320000.0,4,2.75,2110,13260,1.0,0,0,4,7,47.4513,-122.16,6.75
6974,355000.0,3,2.25,1370,1524,3.0,0,0,3,8,47.6982,-122.347,5.25
6975,246000.0,3,1.75,1390,7399,1.0,0,0,4,7,47.4183,-122.182,4.75
6979,217000.0,3,2.0,1690,6750,1.0,0,0,3,7,47.3021,-122.375,5.0
6980,583000.0,3,2.5,2600,5100,2.0,0,1,3,8,47.5175,-122.205,5.5
6981,515000.0,2,1.5,1400,5000,1.0,0,0,4,7,47.6681,-122.362,3.5
6982,594000.0,4,1.75,2140,8000,1.0,0,0,4,8,47.622,-122.139,5.75
6983,303100.0,3,1.5,1640,5650,1.0,0,0,3,8,47.509,-122.251,4.5
6986,221000.0,3,1.0,1150,7260,1.0,0,0,3,7,47.7344,-122.333,4.0
6987,325000.0,3,2.5,2000,7205,2.0,0,0,3,8,47.3499,-122.302,5.5
6988,385000.0,3,1.75,1560,5950,1.0,0,0,4,6,47.719,-122.307,4.75
6989,359500.0,3,2.5,2070,4689,2.0,0,0,3,8,47.3545,-122.056,5.5
6990,433000.0,3,2.0,1920,7200,1.0,0,0,3,7,47.7703,-122.265,5.0
6992,356200.0,3,2.0,1690,10062,1.0,0,2,5,7,47.5102,-122.241,5.0
6994,560000.0,4,1.5,1790,3420,1.0,0,0,4,7,47.6489,-122.337,5.5
6996,513000.0,4,2.0,2090,4000,1.0,0,0,3,7,47.6751,-122.379,6.0
6998,368000.0,4,1.75,2100,11942,1.0,0,0,3,7,47.55,-122.356,5.75
7000,225000.0,3,2.25,1470,6808,1.0,0,0,3,7,47.2884,-122.365,5.25
7002,177000.0,3,1.75,1150,8079,1.0,0,0,4,7,47.3766,-122.18,4.75
7003,465000.0,3,1.5,1460,9879,1.0,0,0,3,7,47.6346,-122.127,4.5
7005,149000.0,3,1.0,1090,2800,1.0,0,0,3,6,47.3162,-122.183,4.0
7008,413900.0,4,2.25,1770,5236,2.0,0,0,3,7,47.5137,-122.189,6.25
7009,199950.0,3,1.5,1510,6600,1.0,0,0,3,6,47.4821,-122.331,4.5
7012,292000.0,5,2.5,2490,7666,1.0,0,0,4,7,47.4022,-122.171,7.5
7014,466750.0,4,2.0,1730,9139,2.0,0,0,3,8,47.7181,-122.316,6.0
7015,330000.0,2,1.5,1440,11954,1.0,0,0,4,8,47.2909,-122.219,3.5
7020,460000.0,3,2.0,1200,7320,1.0,0,0,3,7,47.6986,-122.286,5.0
7021,567000.0,3,2.5,2070,10908,2.0,0,0,3,8,47.5665,-122.023,5.5
7024,424500.0,4,1.5,1830,6985,1.0,0,0,3,7,47.7494,-122.236,5.5
7026,365000.0,3,2.5,2200,9696,2.0,0,0,3,8,47.4197,-122.205,5.5
7027,631000.0,4,2.0,1930,3240,1.5,0,0,4,7,47.6156,-122.299,6.0
7029,584000.0,3,2.5,1790,3962,2.0,0,0,3,8,47.6894,-122.391,5.5
7032,667000.0,3,1.5,1720,8100,2.0,0,0,3,8,47.6746,-122.4,4.5
7033,190000.0,3,1.0,1640,8100,1.0,0,0,3,6,47.482,-122.34,4.0
7034,430000.0,3,2.0,1730,9000,1.0,0,0,3,8,47.5202,-122.047,5.0
7036,475000.0,3,2.5,2280,3710,1.0,0,0,3,8,47.735,-122.159,5.5
7042,328000.0,4,1.75,1990,7194,1.0,0,0,4,8,47.4417,-122.135,5.75
7043,239999.0,3,2.75,1740,8436,1.0,0,0,3,7,47.3456,-122.305,5.75
7044,225000.0,3,2.0,1460,7740,1.0,0,0,3,7,47.3467,-122.306,5.0
7047,465000.0,3,1.0,1210,4872,1.0,0,0,4,6,47.5551,-122.273,4.0
7048,241000.0,3,2.0,1770,7000,1.0,0,0,3,7,47.3321,-122.261,5.0
7049,307550.0,4,2.5,1980,5909,2.0,0,0,3,8,47.3913,-122.185,6.5
7050,490000.0,4,2.5,2650,9627,1.0,0,3,4,8,47.7684,-122.254,6.5
7053,517500.0,3,2.5,1810,4332,2.0,0,0,3,8,47.5776,-121.996,5.5
7054,295000.0,3,2.0,1380,8682,1.0,0,0,4,7,47.4238,-122.322,5.0
7055,560000.0,4,1.5,1810,3400,2.0,0,0,3,8,47.6264,-122.302,5.5
7056,319450.0,5,2.0,2250,5472,1.5,0,0,5,7,47.3065,-122.219,7.0
7059,249950.0,3,1.0,1370,11658,1.0,0,0,4,6,47.4576,-122.182,4.0
7060,499950.0,3,1.0,1830,3000,1.5,0,0,3,7,47.6619,-122.351,4.0
7064,678000.0,3,1.75,1670,7210,1.0,0,0,5,8,47.6344,-122.116,4.75
7067,632000.0,5,2.5,2260,10087,1.0,0,0,3,8,47.5982,-122.128,7.5
7068,350000.0,3,1.75,1480,9375,1.0,0,0,4,7,47.5076,-122.366,4.75
7071,481000.0,4,2.5,2286,8269,2.0,0,0,3,8,47.5174,-122.194,6.5
7072,485000.0,3,2.5,1500,5412,1.0,0,0,5,7,47.5499,-122.394,5.5
7073,477000.0,3,2.5,1740,4960,2.0,0,0,3,8,47.5772,-121.998,5.5
7075,600000.0,6,3.0,2600,9350,1.0,0,0,4,8,47.6198,-122.105,9.0
7077,410000.0,2,2.25,1660,2128,2.0,0,0,4,8,47.7528,-122.252,4.25
7078,318200.0,3,2.5,1990,3644,2.0,0,0,3,7,47.3531,-122.017,5.5
7079,289000.0,3,2.0,1680,8424,1.0,0,0,3,7,47.1969,-122.011,5.0
7080,263000.0,3,1.75,1570,7775,2.0,0,0,3,7,47.3876,-122.216,4.75
7081,240000.0,3,1.0,1150,4825,1.0,0,0,4,6,47.5321,-122.029,4.0
7082,281500.0,3,1.0,1270,7500,1.0,0,0,3,7,47.4921,-122.339,4.0
7083,587206.0,3,3.5,1890,1710,2.0,0,0,3,8,47.6592,-122.349,6.5
7084,482000.0,2,2.25,1350,1248,2.0,0,0,3,7,47.6399,-122.32,4.25
7085,485000.0,3,1.75,1650,9500,1.0,0,0,3,8,47.631,-122.098,4.75
7086,309000.0,3,2.5,1450,11480,2.0,0,0,3,7,47.672,-121.864,5.5
7087,221000.0,3,2.25,1640,7350,1.0,0,0,3,7,47.2625,-122.3,5.25
7089,411500.0,5,3.0,2420,7740,1.0,0,0,5,7,47.536,-122.358,8.0
7091,395000.0,4,3.0,1980,7931,1.0,0,0,4,7,47.7513,-122.334,7.0
7092,237950.0,2,1.75,1460,7926,1.0,0,0,4,7,47.3665,-122.092,3.75
7093,680000.0,3,2.5,1610,8064,1.0,0,2,4,7,47.6818,-122.189,5.5
7096,515000.0,2,1.0,1060,4960,1.0,0,0,3,7,47.6896,-122.331,3.0
7097,470000.0,3,1.5,1510,8000,1.0,0,0,4,7,47.5865,-122.135,4.5
7099,284000.0,3,2.5,2150,9375,1.0,0,0,3,8,47.4578,-122.274,5.5
7100,295000.0,3,2.5,1660,8125,1.0,0,0,3,7,47.4373,-122.333,5.5
7101,555000.0,4,2.5,2160,10987,1.0,0,0,4,8,47.6333,-122.034,6.5
7102,350000.0,3,1.0,1370,8162,1.5,0,0,3,6,47.7263,-122.289,4.0
7103,240000.0,3,2.25,1460,5818,1.0,0,0,3,7,47.3113,-122.358,5.25
7104,419900.0,3,1.5,1450,7000,1.0,0,0,3,7,47.5983,-122.15,4.5
7105,528000.0,3,2.0,1560,6300,1.0,0,0,3,7,47.5407,-122.379,5.0
7106,481000.0,4,2.5,2480,9869,1.0,0,0,4,8,47.7612,-122.229,6.5
7110,215000.0,3,1.5,1240,9405,1.0,0,0,4,7,47.3727,-122.162,4.5
7112,346000.0,3,1.75,1270,8100,1.0,0,0,3,6,47.4828,-122.344,4.75
7114,500000.0,3,1.75,1700,6120,1.0,0,0,3,7,47.5807,-122.397,4.75
7116,519900.0,4,2.0,1820,9350,1.0,0,0,4,8,47.6288,-122.098,6.0
7118,314500.0,3,1.75,1870,12381,1.0,0,0,4,8,47.3358,-122.32,4.75
7119,499950.0,3,1.5,1350,9315,1.0,0,0,3,7,47.6587,-122.124,4.5
7122,360000.0,4,1.5,1720,6417,1.0,0,0,3,7,47.7268,-122.311,5.5
7124,361000.0,3,1.0,1100,4046,1.5,0,4,4,6,47.344,-122.331,4.0
7129,222000.0,3,1.0,1460,8400,1.0,0,0,4,6,47.3086,-122.365,4.0
7133,393000.0,3,2.0,1320,10720,2.0,0,0,3,8,47.6203,-122.037,5.0
7135,320000.0,3,1.75,2220,11646,1.0,0,0,3,7,47.7762,-122.27,4.75
7136,210000.0,4,1.5,1130,7840,1.0,0,0,4,7,47.2986,-122.377,5.5
7138,410000.0,4,2.5,2240,4447,2.0,0,0,3,7,47.4868,-122.159,6.5
7140,605000.0,2,2.0,1270,5500,1.5,0,0,4,8,47.6121,-122.294,4.0
7144,303000.0,3,2.25,1340,873,3.0,0,0,3,8,47.7325,-122.343,5.25
7145,394950.0,3,2.5,1090,7700,1.0,0,0,4,7,47.607,-122.12,5.5
7146,530000.0,4,3.0,2240,5580,2.0,0,0,5,7,47.5598,-122.27,7.0
7148,250000.0,4,2.5,1800,8100,2.0,0,0,3,7,47.3611,-122.047,6.5
7150,443500.0,2,1.0,1330,4140,1.0,0,0,4,7,47.6802,-122.306,3.0
7152,430000.0,4,1.75,1570,7650,1.0,0,0,3,7,47.6801,-122.106,5.75
7155,515000.0,3,1.75,1570,10939,1.0,0,0,3,8,47.6389,-122.102,4.75
7156,482500.0,3,2.0,1330,6490,1.0,0,0,4,7,47.7181,-122.308,5.0
7157,305000.0,2,1.5,1140,2980,2.0,0,0,3,7,47.5707,-122.018,3.5
7159,237000.0,3,2.0,1290,7952,1.0,0,0,3,7,47.3867,-122.19,5.0
7160,445000.0,2,1.5,1510,2001,2.0,0,0,4,8,47.6211,-122.153,3.5
7163,280017.0,3,2.5,1850,8770,2.0,0,0,3,8,47.2091,-122.009,5.5
7164,436500.0,4,2.5,2290,11173,2.0,0,0,4,8,47.4314,-122.164,6.5
7166,420000.0,3,2.25,1800,9800,1.0,0,0,4,7,47.7393,-122.244,5.25
7168,570000.0,3,1.5,1980,10203,1.0,0,0,4,7,47.3402,-122.046,4.5
7169,565000.0,4,1.75,2140,7102,1.0,0,0,4,7,47.7042,-122.37,5.75
7170,287000.0,2,2.5,2410,7500,1.0,0,0,3,7,47.3078,-122.374,4.5
7171,260000.0,4,1.75,1650,7276,1.0,0,0,3,7,47.7721,-122.206,5.75
7172,470000.0,4,1.75,1650,7276,1.0,0,0,3,7,47.7721,-122.206,5.75
7174,249000.0,3,1.75,1520,7500,1.0,0,0,3,8,47.2646,-122.219,4.75
7175,568000.0,3,1.75,2050,3520,1.0,0,0,4,7,47.5536,-122.399,4.75
7176,500000.0,4,1.0,1720,4011,1.5,0,0,4,7,47.6719,-122.396,5.0
7177,358000.0,5,2.5,2390,8775,1.0,0,0,4,7,47.4639,-122.17,7.5
7178,225000.0,3,2.5,1680,6755,2.0,0,0,3,8,47.3293,-122.17,5.5
7179,275500.0,3,1.0,1060,7246,1.0,0,0,4,6,47.4936,-122.165,4.0
7180,495000.0,3,2.5,1860,3150,2.0,0,0,3,8,47.719,-122.182,5.5
7182,280000.0,3,1.75,1480,8165,1.0,0,0,4,7,47.3624,-122.079,4.75
7183,380500.0,3,2.5,1900,7361,2.0,0,0,3,8,47.4324,-122.191,5.5
7185,260000.0,3,1.75,1440,12888,1.0,0,2,3,7,47.471,-122.262,4.75
7186,630000.0,4,2.5,1910,1502,3.0,0,0,3,8,47.6747,-122.393,6.5
7192,355000.0,3,3.0,1850,9600,1.0,0,0,3,7,47.7717,-122.25,6.0
7194,467500.0,3,1.75,2260,8512,1.0,0,0,3,7,47.7129,-122.304,4.75
7197,277000.0,3,1.0,1140,8144,1.0,0,0,3,7,47.7464,-122.317,4.0
7201,170000.0,2,1.0,1240,9900,1.0,0,0,3,7,47.4862,-122.326,3.0
7202,352500.0,4,2.5,2100,10750,1.0,0,2,4,8,47.3338,-122.337,6.5
7207,369000.0,3,1.5,2110,5195,1.0,0,0,3,7,47.5283,-122.286,4.5
7210,292500.0,4,2.5,1860,8709,2.0,0,0,3,8,47.3289,-122.17,6.5
7211,500007.0,2,1.75,1820,6050,1.0,0,0,3,7,47.6928,-122.323,3.75
7212,449999.0,4,2.5,1950,4947,2.0,0,0,3,8,47.5042,-122.193,6.5
7213,355000.0,4,2.5,1890,7867,2.0,0,0,3,8,47.3788,-122.031,6.5
7217,456500.0,4,2.5,2580,11780,2.0,0,0,3,9,47.3658,-122.04,6.5
7218,259950.0,4,2.0,1540,10212,1.5,0,0,5,7,47.2056,-121.999,6.0
7219,123000.0,2,1.0,1050,6600,1.5,0,0,3,6,47.4828,-122.324,3.0
7220,520000.0,3,2.25,1210,1250,3.0,0,0,3,8,47.6722,-122.384,5.25
7221,506000.0,4,2.25,2040,12000,1.0,0,0,4,7,47.7362,-122.241,6.25
7223,438000.0,5,2.5,1990,6840,2.0,0,0,4,7,47.7162,-122.166,7.5
7225,375000.0,4,2.0,1240,3000,1.0,0,0,3,7,47.6076,-122.298,6.0
7226,337500.0,3,2.25,1530,6600,1.0,0,0,4,7,47.462,-122.188,5.25
7227,300000.0,4,2.25,2080,7700,1.0,0,0,3,7,47.4349,-122.17,6.25
7231,325000.0,3,2.75,2200,7000,1.0,0,0,4,7,47.4574,-122.169,5.75
7232,230000.0,5,2.0,1210,12538,2.0,0,0,3,7,47.2848,-122.361,7.0
7235,560000.0,3,2.75,1370,1193,3.0,0,0,3,8,47.67,-122.392,5.75
7237,325000.0,3,1.5,1060,7488,1.0,0,0,5,7,47.5549,-122.356,4.5
7241,510000.0,3,2.0,1850,9600,1.0,0,0,3,7,47.7671,-122.225,5.0
7242,416000.0,3,1.5,1110,9762,1.0,0,0,4,7,47.676,-122.15,4.5
7244,204000.0,3,1.5,1460,7140,1.0,0,0,4,7,47.3954,-122.191,4.5
7249,659500.0,3,1.75,1820,5500,1.0,0,0,4,8,47.6737,-122.283,4.75
7251,308950.0,4,2.5,1920,8562,2.0,0,2,4,7,47.1932,-122.008,6.5
7252,410000.0,3,2.0,1750,2550,1.0,0,0,3,7,47.7329,-122.343,5.0
7255,508800.0,3,2.0,1720,10098,1.0,0,0,4,8,47.6231,-122.043,5.0
7256,606400.0,3,3.0,1800,5000,1.5,0,2,3,8,47.6475,-122.371,6.0
7257,245100.0,3,1.75,1300,7958,1.0,0,0,3,7,47.3162,-122.194,4.75
7258,540000.0,3,2.5,1970,14876,1.0,0,0,3,7,47.5031,-122.372,5.5
7259,415000.0,3,1.5,1740,9046,1.0,0,0,3,7,47.7402,-122.255,4.5
7260,469500.0,4,2.75,1930,13041,1.0,0,0,4,8,47.7502,-122.085,6.75
7261,195000.0,3,1.75,1190,14777,1.0,0,0,4,7,47.2933,-122.377,4.75
7267,440000.0,3,1.0,1040,4000,1.0,0,0,3,7,47.6178,-122.292,4.0
7268,485000.0,3,1.0,1260,7250,1.0,0,2,3,7,47.6947,-122.311,4.0
7269,693000.0,3,2.5,2460,12028,2.0,0,0,3,9,47.691,-122.095,5.5
7277,506000.0,2,1.0,1570,8210,1.0,0,0,4,8,47.7221,-122.371,3.0
7279,654000.0,3,2.5,2570,5500,1.0,0,0,4,7,47.6417,-122.397,5.5
7281,620000.0,4,2.25,1530,7845,1.0,0,0,4,7,47.5589,-122.082,6.25
7282,390000.0,3,2.0,1510,10827,2.0,0,0,3,7,47.654,-122.127,5.0
7283,550000.0,3,2.25,1720,9600,1.0,0,0,4,7,47.6581,-122.126,5.25
7284,353000.0,3,1.75,2190,7021,1.0,0,2,4,7,47.5033,-122.232,4.75
7286,279900.0,3,2.0,1410,6600,1.0,0,0,4,7,47.3596,-122.089,5.0
7288,395000.0,4,1.0,1980,10350,1.0,0,0,4,7,47.5226,-122.045,5.0
7289,375000.0,4,2.5,1900,9428,2.0,0,0,3,8,47.7628,-122.244,6.5
7290,547000.0,4,1.0,1720,2800,1.5,0,0,4,7,47.6743,-122.299,5.0
